,abbreviation,alt_color,alt_name1,alt_name2,alt_name3,color,conference,division,id,logos,mascot,school
671,WASH,#e8e3d3,,WASH,Washington,#2B2F64,Pac-12,North,264,"['http://a.espncdn.com/i/teamlogos/ncaa/500/264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png']",Huskies,Washington
672,WAS,,,WAS,W&J,#000000,,,2686,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2686.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2686.png']",Presidents,Washington & Jefferson
673,UWL,,,UWL,Wash. & Lee,#000000,,,2688,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2688.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2688.png']",Generals,Washington & Lee
674,WAS,,,WAS,Washington (MO),#000000,,,143,"['http://a.espncdn.com/i/teamlogos/ncaa/500/143.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/143.png']",Bears,Washington (MO)
675,WSU,#6a747c,,WSU,Washington St,#94022a,Pac-12,North,265,"['http://a.espncdn.com/i/teamlogos/ncaa/500/265.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png']",Cougars,Washington State
676,WAY,,,WAY,Wayland,,,,630,"['http://a.espncdn.com/i/teamlogos/ncaa/500/630.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/630.png']",Pioneers,Wayland Baptist
677,WAY,,,WAY,Waynesburg,#000000,,,2845,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2845.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2845.png']",Yellow Jackets,Waynesburg
678,WAY,,,WAY,Wayne St (MI),#000000,,,131,"['http://a.espncdn.com/i/teamlogos/ncaa/500/131.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/131.png']",Warriors,Wayne State (MI)
679,WAY,,,WAY,Wayne St (NE),#000000,,,2844,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2844.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2844.png']",Wildcats,Wayne State (NE)
680,WEBB,#909090,,WEBB,Webber College,#bf2f38,,,2691,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2691.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2691.png']",Warriors,Webber International
681,WEB,#ebebeb,,WEB,Weber State,#18005a,,,2692,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2692.png']",Wildcats,Weber State
682,WES,,Wesleyan,WES,Wesleyan,#000000,,,336,"['http://a.espncdn.com/i/teamlogos/ncaa/500/336.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/336.png']",Cardinals,Wesleyan
683,WES,,,WES,Wesley College,#000000,,,2846,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2846.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2846.png']",Wolverines,Wesley College
684,WES,,,WES,West Alabama,#000000,,,2695,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2695.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2695.png']",Tigers,West Alabama
685,WES,,,WES,West Chester,#000000,,,223,"['http://a.espncdn.com/i/teamlogos/ncaa/500/223.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/223.png']",Golden Rams,West Chester
686,WCU,#bf9e70,,WCU,W Carolina,#492F91,,,2717,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2717.png']",Catamounts,Western Carolina
687,WES,,,WES,W Conn St,#000000,,,2843,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2843.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2843.png']",Colonials,Western Connecticut State
688,WIU,#ffc90a,,WIU,W Illinois,#4e1e8a,,,2710,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png']",Leathernecks,Western Illinois
689,WKU,#b3b5b8,,WKU,W Kentucky,#F32026,Conference USA,East,98,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",Hilltoppers,Western Kentucky
690,WMU,#bfa979,,WMU,W Michigan,#B59966,Mid-American,West,2711,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2711.png']",Broncos,Western Michigan
691,WES,,,WES,W New England,#000000,,,2702,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2702.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2702.png']",Golden Bears,Western New England
692,WES,,,WES,W New Mexico,#000000,,,2703,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2703.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2703.png']",Mustangs,Western New Mexico
693,WES,,,WES,Western Oregon,#000000,,,2848,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2848.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2848.png']",Wolves,Western Oregon
694,WES,,,WES,Western St.,#000000,,,2714,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2714.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2714.png']",Mountaineers,Western State
695,WES,,,WES,W Washington,#000000,,,2847,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2847.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2847.png']",Vikings,Western Washington
696,WES,,,WES,Westfield St,#000000,,,2909,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2909.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2909.png']",Owls,Westfield State
697,,,,,Argonauts,,,,110242,,Argonauts,West Florida
698,WES,,,WES,West Georgia,#000000,,,2698,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2698.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2698.png']",Wolves,West Georgia
699,WES,,,WES,West Liberty,#000000,,,2699,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2699.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2699.png']",Hilltoppers,West Liberty
700,WMN,,,WMN,Westminster,#000000,,,433,"['http://a.espncdn.com/i/teamlogos/ncaa/500/433.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/433.png']",Blue Jays,Westminster
701,WMN,,,WMN,Westminster PA,#000000,,,2849,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2849.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2849.png']",Titans,Westminster PA
702,WES,,,WES,West Texas A&M,#000000,,,2704,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2704.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2704.png']",Buffaloes,West Texas A&M
703,WVU,#eaaa00,,WVU,West Virginia,#FFC600,Big 12,,277,"['http://a.espncdn.com/i/teamlogos/ncaa/500/277.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/277.png']",Mountaineers,West Virginia
704,WVT,,,WVT,W Virginia Tech,#000000,,,2706,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2706.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2706.png']",Golden Bears,West Virginia Tech
705,WHE,,,WHE,Wheaton  (Ill),#000000,,,396,"['http://a.espncdn.com/i/teamlogos/ncaa/500/396.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/396.png']",Thunder,Wheaton College (Ill)
706,WHI,,,WHI,Whittier,#000000,,,2850,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2850.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2850.png']",Poets,Whittier
707,WHI,,,WHI,Whitworth,#000000,,,2721,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2721.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2721.png']",Pirates,Whitworth
708,WID,,,WID,Widener,#000000,,,2725,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2725.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2725.png']",Pride,Widener
709,WIL,,,WIL,Wilkes,#000000,,,398,"['http://a.espncdn.com/i/teamlogos/ncaa/500/398.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/398.png']",Colonels,Wilkes
710,WIL,,,WIL,Willamette,#000000,,,2930,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2930.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2930.png']",Bearcats,Willamette
711,WJC,,,WJC,William Jewell ,#000000,,,2911,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2911.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2911.png']",Cardinals,William Jewell College
712,W&M,#f6b220,,W&M,William & Mary,#103217,,,2729,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png']",Tribe,William & Mary
713,WMP,,,WMP,William Paterson,#000000,,,2970,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2970.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2970.png']",Pioneers,William Paterson
714,WIL,,,WIL,William Penn,#000000,,,2912,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2912.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2912.png']",Statesmen,William Penn
715,WIL,,,WIL,Williams,#000000,,,2731,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2731.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2731.png']",Ephs,Williams
716,WIL,,,WIL,Williamson Trade,#000000,,,3130,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3130.png']",Mechanics,Williamson Trade
717,WIL,,,WIL,Wilmington (OH),#000000,,,2733,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2733.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2733.png']",Quakers,Wilmington (OH)
718,WIN,,,WIN,Wingate,#000000,,,351,"['http://a.espncdn.com/i/teamlogos/ncaa/500/351.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/351.png']",Bulldogs,Wingate
719,WIN,,,WIN,Winona St,#000000,,,2851,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2851.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2851.png']",Warriors,Winona State
720,WSSU,,,WSSU,Winston-Salem,#bb0100,,,2736,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2736.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2736.png']",Rams,Winston-Salem
721,WIS,#f7f7f7,,WIS,Wisconsin,#A00001,Big Ten,West,275,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",Badgers,Wisconsin
722,WIS,,,WIS,UW-Eau Claire,#000000,,,2738,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2738.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2738.png']",Blugolds,Wisconsin-Eau Claire
723,WIS,,,WIS,UW-La Crosse,#000000,,,2740,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2740.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2740.png']",Eagles,Wisconsin-La Crosse
724,WIS,,,WIS,Wisconsin Lutheran,#000000,,,2741,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2741.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2741.png']",Warriors,Wisconsin Lutheran
725,WIS,,,WIS,UW-Platteville,#000000,,,272,"['http://a.espncdn.com/i/teamlogos/ncaa/500/272.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/272.png']",Pioneers,Wisconsin-Platteville
726,WIS,,,WIS,UW-Stevens Point,#000000,,,2743,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2743.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2743.png']",Pointers,Wisconsin-Stevens Point
727,WIT,,,WIT,Wittenberg,#000000,,,2746,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2746.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2746.png']",Tigers,Wittenberg
728,WOF,#f0f0f0,,WOF,Wofford,#533B23,,,2747,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2747.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2747.png']",Terriers,Wofford
729,WOO,,,WOO,Wooster,#000000,,,2748,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2748.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2748.png']",Fighting Scots,Wooster
730,WPI,,,WPI,WPI,#000000,,,2749,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2749.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2749.png']",Engineers,Worcester Polytechnic
731,WOR,,,WOR,Worcester St ,#000000,,,402,"['http://a.espncdn.com/i/teamlogos/ncaa/500/402.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/402.png']",Lancers,Worcester State College
732,WRST,#e2b629,,WRST,Wright State,#a36209,,,2750,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2750.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2750.png']",Raiders,Wright State University
733,WES,,,WES,WV St,#000000,,,2707,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2707.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2707.png']",Yellow Jackets,WV State
734,WVW,,West Virginia Wesleyan,WVW,WV Wesleyan,#000000,,,455,"['http://a.espncdn.com/i/teamlogos/ncaa/500/455.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/455.png']",Bobcats,WV Wesleyan
735,WYO,#ffffff,,WYO,Wyoming,#533B22,Mountain West,Mountain,2751,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",Cowboys,Wyoming
736,YALE,#286dc0,,YALE,Yale,#004a81,,,43,"['http://a.espncdn.com/i/teamlogos/ncaa/500/43.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/43.png']",Bulldogs,Yale
737,YSU,#690717,,YSU,Youngstown St,#E51936,,,2754,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2754.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2754.png']",Penguins,Youngstown State
738,,,,,,,,,1000509,,,10th District A.C.
739,,,,,,,,,1000571,,,111th Ambulance
740,,,,,,,,,1000449,,,11th Cavalry
741,,,,,,,,,1000727,,,1st Infantry
742,,,,,,,,,1000557,,,1st Texas Artillery
743,,,,,,,,,1000726,,,20th Infantry
744,,,,,,,,,1000770,,,260th Coast Artillery
745,,,,,,,,,1000399,,,26th Infantry
746,,,,,,,,,1000633,,,2nd Developmemt Regiment
747,,,,,,,,,1000566,,,2nd Texas 132nd Infantry
748,,,,,,,,,1000562,,,362nd Infantry
749,,,,,,,,,1000677,,,3rd Army Corps
750,,,,,,,,,1000549,,,47th Infantry
751,,,,,,,,,1000600,,,48th Infantry
752,,,,,,,,,1000551,,,7th Infantry
753,,,,,,,,,1000668,,,9th Amry Corps
754,,,,,,,,,1000817,,,Abilene Field
755,,,,,,,,,1000093,,,Active Football Club
756,,,,,,,,,1000379,,,Actual Business College
757,,,,,,,,,1000173,,,Adelbert
758,,,,,,,,,1000872,,,Adelphi
759,,,,,,,,,1000654,,,Alabama Medical
760,,,,,,,,,1000481,,,Alabama Presbyterian
761,,,,,,,,,1000473,,,Alabama Southern
762,,,,,Alameda Coast Guard,,,,1000008,,Sea Lions,Alameda Coast Guard
763,,,,,,,,,1000869,,,Alameda NAS
764,,,,,,,,,1000672,,,Albertson
765,,,,,,,,,1000782,,,Albuquerque Field
766,,,,,,,,,1000874,,,Alliance
767,,,,,,,,,1000512,,,Alma
768,,,,,,,,,1000409,,,Altoona A.C.
769,,,,,Amarillo Field,,,,1000009,,Sky Giants,Amarillo Field
770,,,,,,,,,1000386,,,American
771,,,,,,,,,1000684,,,American Legion
772,,,,,,,,,1000303,,,American Medical
773,,,,,,,,,1000257,,,American Osteopath
774,,,,,,,,,1000179,,,Amherst YMCA
775,,,,,,,,,1000723,,,Anaconda Anodes
776,,,,,,,,,1000469,,,Anderson
777,,,,,,,,,1000089,,,Andover
778,,,,,,,,,1000740,,,Arizona All-Stars
779,,,,,,,,,1000142,,,Armour
780,,,,,,,,,1000552,,,Army Ambulance Corps
781,,,,,,,,,1000446,,,Athens
782,,,,,,,,,1000273,,,Athens A.C.
783,,,,,,,,,1000675,,,Atlantic Christian
784,,,,,,,,,1000838,,,Atlantic City NAS
785,,,,,,,,,1000362,,,Augusta Military Academy
786,,,,,,,,,1000347,,,Augustana (South Dakota)
787,,,,,,,,,1000387,,,Austin
788,,,,,,,,,1000212,,,Austin High
789,,,,,,,,,1000547,,,Bailey Military
790,,,,,,,,,1000808,,,Bainbridge NTS
791,,,,,,,,,1000131,,,Baker
792,,,,,,,,,1000637,,,Balboa NTS
793,,,,,,,,,1000544,,,Ballard Meteors
794,,,,,,,,,1000431,,,Baltimore
795,,,,,,,,,1000180,,,Baltimore A.C.
796,,,,,,,,,1000140,,,Bankers A.C.
797,,,,,,,,,1000845,,,Barksdale Field
798,,,,,,,,,1000442,,,Barnes Medical
799,,,,,,,,,1000597,,,Barron Field
800,,,,,,,,,1000825,,,Beaumont Hospital
801,BEL,,,BEL,Belhaven ,#000000,,,2056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2056.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2056.png']",Blazers,Belhaven College
802,,,,,,,,,1000408,,,Bellefonte Academy
803,,,,,,,,,1000336,,,Bellevue
804,,,,,,,,,1000596,,,Belmont A.C.
805,,,,,,,,,1000314,,,Beloit High
806,BEN,,,BEN,Benedict,#000000,,,2059,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2059.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2059.png']",Tigers,Benedict
807,,,,,,,,,1000192,,,Bennett Medical
808,,,,,,,,,1000857,,,Berg Field
809,,,,,,,,,1000849,,,Bergstrom Field
810,,,,,,,,,1000112,,,Berkeley A.C.
811,,,,,,,,,1000338,,,Bethany (Kansas)
812,,,,,,,,,1000374,,,Bethany (West Virginia)
813,,,,,,,,,1000495,,,Bethel
814,,,,,,,,,1000288,,,Bingham
815,,,,,,,,,1000440,,,Birmingham
816,,,,,,,,,1000291,,,Birmingham High
817,,,,,,,,,1000893,,,Bishop
818,,,,,,,,,1000771,,,Blackland Field
819,,,,,,,,,1000468,,,Blountsville Agricultural
820,,,,,,,,,1000856,,,Bogue Field
821,,,,,,,,,1000882,,,Bolling Field
822,,,,,,,,,1000101,,,Boston A.C.
823,,,,,,,,,1000119,,,Boston English High
824,,,,,,,,,1000117,,,Boston Latin High
825,,,,,Boston University,,,,1000010,,Terriers,Boston University
826,,,,,,,,,1000280,,,Boulder High
827,BOW,,,BOW,Bowie St,#000000,,,2075,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2075.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2075.png']",Bulldogs,Bowie State
828,,,,,,,,,1000213,,,Bradford National Guard
829,,,,,Bradley,,,,1000011,,Braves,Bradley
830,,,,,,,,,1000881,,,Brandeis
831,,,,,,,,,1000401,,,Brayton
832,,,,,,,,,1000546,,,Bremerton Navy
833,,,,,,,,,1000748,,,Bridgewater
834,,,,,,,,,1000072,,,Britannia
835,,,,,,,,,1000078,,,British Club of New York
836,,,,,,,,,1000842,,,Brooklyn
837,,,,,,,,,1000080,,,Brooklyn Polytechnic Institute
838,,,,,,,,,1000814,,,Brooklyn Tigers (NFL)
839,,,,,,,,,1000795,,,Bryan Field
840,,,,,,,,,1000662,,,Bryson
841,,,,,,,,,1000378,,,Buckner Business College
842,,,,,,,,,1000840,,,Bunker Hill Navy
843,,,,,,,,,1000640,,,Burleson
844,,,,,,,,,1000271,,,Burlingame A.C.
845,,,,,,,,,1000394,,,Butler YMCA
846,,,,,,,,,1000162,,,Butte A.C.
847,,,,,,,,,1000687,,,California Alumni
848,,,,,,,,,1000376,,,California (Pennsylvania)
849,,,,,,,,,1000891,,,California-Riverside
850,UCSB,,,UCSB,California-Santa Barbara,,,,1000007,,Gauchos,California-Santa Barbara
851,,,,,,,,,1000690,,,California Tech
852,,,,,,,,,1000513,,,Cal Poly-Pomona
853,,,,,Cal State Fullerton,,,,1000012,,Titans,Cal State Fullerton
854,,,,,Cal State Los Angeles,,,,1000013,,Golden Eagles,Cal State Los Angeles
855,,,,,,,,,1000887,,,Cal State Northridge
856,,,,,,,,,1000147,,,Camp Adams
857,,,,,,,,,1000591,,,Camp Baker
858,,,,,,,,,1000854,,,Camp Beale
859,,,,,,,,,1000846,,,Camp Blanding
860,,,,,,,,,1000767,,,Camp Davis
861,,,,,,,,,1000567,,,Camp Devens
862,,,,,,,,,1000618,,,Camp Dodge
863,,,,,,,,,1000575,,,Camp Doniphan
864,,,,,,,,,1000217,,,Campello
865,,,,,,,,,1000564,,,Camp Funston
866,,,,,,,,,1000572,,,Camp Gordon
867,,,,,Camp Grant,,,,1000014,,Warriors,Camp Grant
868,,,,,,,,,1000626,,,Camp Greene
869,,,,,,,,,1000589,,,Camp Greenleaf
870,,,,,,,,,1000598,,,Camp Griffin
871,,,,,,,,,1000769,,,Camp Haan
872,,,,,,,,,1000599,,,Camp Hancock
873,,,,,,,,,1000619,,,Camp Harrison
874,,,,,,,,,1000879,,,Camp Hood
875,,,,,,,,,1000605,,,Camp Humphreys
876,,,,,,,,,1000803,,,Camp Kilmer
877,,,,,,,,,1000574,,,Camp Lee
878,,,,,,,,,1000789,,,Camp Lejeune
879,,,,,,,,,1000550,,,Camp Logan
880,,,,,,,,,1000559,,,Camp Lyons
881,,,,,,,,,1000625,,,Camp Mabry
882,,,,,,,,,1000569,,,Camp MacAurthur
883,,,,,,,,,1000579,,,Camp MacDowell
884,,,,,,,,,1000861,,,Camp Mackall
885,,,,,,,,,1000866,,,Camp McClelland
886,,,,,,,,,1000353,,,Camp McKinley
887,,,,,,,,,1000349,,,Camp McPherson
888,,,,,,,,,1000432,,,Camp Meyer
889,,,,,,,,,1000900,,,Camp Peary
890,,,,,,,,,1000880,,,Camp Pendleton
891,,,,,,,,,1000635,,,Camp Perry
892,,,,,,,,,1000773,,,Camp Pickett
893,,,,,,,,,1000577,,,Camp Pike
894,,,,,,,,,1000829,,,Camp Polk
895,,,,,,,,,1000250,,,Camp Preble
896,,,,,,,,,1000451,,,Camp Russell
897,,,,,,,,,1000576,,,Camp Sevier
898,,,,,,,,,1000621,,,Camp Shelby
899,,,,,,,,,1000573,,,Camp Sherman
900,,,,,,,,,1000607,,,Camp Taylor
901,,,,,,,,,1000594,,,Camp Travis
902,,,,,,,,,1000556,,,Camp Wadsworth
903,,,,,,,,,1000068,,,Canada All-Stars
904,,,,,,,,,1000706,,,Canisius
905,,,,,,,,,1000396,,,Canton A.C.
906,,,,,,,,,1000601,,,Carleton-St. Olaf
907,,,,,Carlisle,,,,1000015,,Indians,Carlisle
908,,,,,,,,,1000670,,,Carlstrom Field
909,,,,,,,,,1000692,,,Carroll (Montana)
910,,,,,,,,,1000542,,,Carroll (Wisconsin)
911,,,,,,,,,1000580,,,Carruthers Field
912,,,,,,,,,1000883,,,Carswell AFB
913,,,,,,,,,1000744,,,Casa Blanca Indians
914,,,,,,,,,1000156,,,Case
915,,,,,,,,,1000429,,,Castle Heights
916,,,,,,,,,1000459,,,Catawba College
917,,,,,,,,,1000500,,,Catholic
918,,,,,Centenary (LA),,,,1000016,,Gents,Centenary (LA)
919,,,,,,,,,1000702,,,Centerville (Butte)
920,,,,,,,,,1000309,,,Central Academy
921,,,,,,,,,1000506,,,Central (Iowa)
922,,,,,,,,,1000295,,,Central (Kentucky)
923,,,,,,,,,1000526,,,Chamberlain Hunt
924,,,,,,,,,1000578,,,Chanute Field
925,,,,,,,,,1000390,,,Charles City
926,,,,,,,,,1000305,,,Charleston
927,,,,,,,,,1000806,,,Charleston Coast Guard
928,,,,,,,,,1000479,,,Charleston Navy
929,,,,,,,,,1000831,,,Chatham Field
930,,,,,,,,,1000666,,,Chemawa
931,,,,,,,,,1000826,,,Cherry Point Marines
932,,,,,,,,,1000395,,,Cheyenne High
933,,,,,,,,,1000109,,,Chicago A.C.
934,,,,,,,,,1000185,,,Chicago Alumni
935,,,,,,,,,1000263,,,Chicago College
936,,,,,,,,,1000287,,,Chicago Dental
937,,,,,,,,,1000144,,,Chicago Dining Club
938,,,,,,,,,1000267,,,Chicago Medical
939,,,,,,,,,1000583,,,Chicago Naval Reserve
940,,,,,,,,,1000122,,,Chicago YMCA
941,,,,,,,,,1000543,,,Chick Springs Military
942,,,,,,,,,1000321,,,Chilocco
943,CHO,,,CHO,Chowan,#000000,,,2804,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2804.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2804.png']",Braves,Chowan
944,,,,,,,,,1000514,,,Christian Brothers
945,,,,,,,,,1000066,,,City College of New York
946,,,,,,,,,1000699,,,Clarke Memorial
947,,,,,,,,,1000268,,,Clarkson
948,,,,,,,,,1000535,,,Clemson Freshmen
949,,,,,,,,,1000634,,,Cleveland Naval Reserves
950,,,,,,,,,1000148,,,C.M.T.S.
951,,,,,,,,,1000844,,,College All-Stars
952,,,,,,,,,1000344,,,Colorado Alumni
953,,,,,,,,,1000330,,,Colorado College Alumni
954,,,,,,,,,1000775,,,Colorado Springs Field
955,,,,,,,,,1000281,,,Colorado Springs High
956,,,,,,,,,1000695,,,Colorado State Freshmen
957,,,,,,,,,1000104,,,Columbia A.C.
958,,,,,,,,,1000317,,,Columbia Alumni
959,,,,,,,,,1000486,,,Columbia College
960,,,,,,,,,1000086,,,Columbia Law
961,,,,,,,,,1000753,,,Columbia (Oregon)
962,,,,,,,,,1000318,,,Columbia YMCA
963,,,,,,,,,1000375,,,Company I
964,,,,,,,,,1000110,,,Connecticut Literary
965,,,,,,,,,1000206,,,Connecticut-Waterbury
966,,,,,,,,,1000421,,,Conway Hall
967,,,,,,,,,1000774,,,Corpus Christi NAS
968,,,,,,,,,1000235,,,Cortland State
969,,,,,,,,,1000656,,,Cotton City A.C.
970,,,,,,,,,1000588,,,Crane J.C.
971,,,,,Creighton,,,,1000017,,Bluejays,Creighton
972,,,,,,,,,1000075,,,Crescent A.C.
973,,,,,,,,,1000364,,,Culver
974,,,,,,,,,1000793,,,Curtis Bay Coast Guard
975,,,,,,,,,1000862,,,Dalhart Field
976,,,,,,,,,1000491,,,Dallas
977,,,,,,,,,1000331,,,Daniel Baker
978,,,,,,,,,1000787,,,Daniel Field
979,,,,,,,,,1000507,,,Davis & Elkins
980,,,,,,,,,1000139,,,Dean Academy
981,,,,,,,,,1000645,,,Decatur Baptist
982,,,,,Del Monte Pre-Flight,,,,1000018,,Navyators,Del Monte Pre-Flight
983,DU,,,DU,Denver,,,,1000001,,Pioneers,Denver
984,,,,,,,,,1000136,,,Denver A.C.
985,,,,,,,,,1000464,,,Denver Alumni
986,,,,,,,,,1000539,,,Denver Freshmen
987,,,,,,,,,1000289,,,Denver Manual High
988,,,,,,,,,1000671,,,DePaul
989,,,,,,,,,1000269,,,Des Moines
